 77    0.000   11.114    3.000 20150126105351.300    0.000
 78   -0.000   11.514    3.000 20150127105351.300    0.000
 79   -0.000   11.925    3.000 20150128105351.300    0.000
 80   -0.000   12.325    3.000 20150129105351.300    0.000
 81   -0.000   12.726    3.000 20150130105351.300    0.000
 82   -0.000   13.137    3.000 20150131105351.300    0.000
 83    0.000   13.537    3.000 20150201105351.300    0.000
 84   -0.000   13.948    3.000 20150202105351.300    0.000
 85   -0.000   14.348    3.000 20150203105351.300    0.000
 86    0.000   14.748    3.000 20150204105351.300    0.000
 87    0.000   15.160    3.000 20150205105351.300    0.000
 88    0.000   15.560    3.000 20150206105351.300    0.000
 89    0.000   15.960    3.000 20150207105351.300    0.000
 90    0.000   16.371    3.000 20150208105351.300    0.000
 91    0.000   16.771    3.000 20150209105351.300    0.000
 92    0.000   17.171    3.000 20150210105351.300    0.000
 93    0.000   17.582    3.000 20150211105351.300    0.000
 94    0.000   17.983    3.000 20150212105351.300    0.000
 95    0.000   18.394    3.000 20150213105351.300    0.000
 96    0.000   18.794    3.000 20150214105351.300    0.000
 97    0.000   19.194    3.000 20150215105351.300    0.000
 98   -0.000   19.605    3.000 20150216105351.300    0.000
 99   -0.000   20.005    3.000 20150217105351.300    0.000
100  -19.975    0.032   10.000 20150218105351.300    0.000
101  -19.583    0.030   10.000 20150219105351.300    0.000
102  -19.191    0.029   10.000 20150220105351.300    0.000
103  -18.721    0.028   10.000 20150221105351.300    0.000
104  -18.330    0.027   10.000 20150222105351.300    0.000
105  -17.938    0.026   10.000 20150223105351.300    0.000
106  -17.546    0.024   10.000 20150224105351.300    0.000
107  -17.155    0.023   10.000 20150225105351.300    0.000
108  -16.763    0.022   10.000 20150226105351.300    0.000
109  -16.371    0.021   10.000 20150227105351.300    0.000
110  -15.901    0.020   10.000 20150228105351.300    0.000
111  -15.510    0.019   10.000 20150301105351.300    0.000
112  -15.118    0.018   10.000 20150302105351.300    0.000
113  -14.726    0.017   10.000 20150303105351.300    0.000
114  -14.335    0.016   10.000 20150304105351.300    0.000
115  -13.943    0.015   10.000 20150305105351.300    0.000
116  -13.473    0.014   10.000 20150306105351.300    0.000
117  -13.081    0.014   10.000 20150307105351.300    0.000
118  -12.690    0.013   10.000 20150308105351.300    0.000
119  -12.298    0.012   10.000 20150309105351.300    0.000
120  -11.906    0.011   10.000 20150310105351.300    0.000
121  -11.515    0.011   10.000 20150311105351.300    0.000
122  -11.045    0.010   10.000 20150312105351.300    0.000
123  -10.653    0.009   10.000 20150313105351.300    0.000
124  -10.262    0.008   10.000 20150314105351.300    0.000
125   -9.870    0.008   10.000 20150315105351.300    0.000
126   -9.478    0.007   10.000 20150316105351.300    0.000
127   -9.087    0.007   10.000 20150317105351.300    0.000
128   -8.617    0.006   10.000 20150318105351.300    0.000
129   -8.225    0.005   10.000 20150319105351.300    0.000
130   -7.833    0.005   10.000 20150320105351.300    0.000
131   -7.442    0.004   10.000 20150321105351.300    0.000
132   -7.050    0.004   10.000 20150322105351.300    0.000
133   -6.658    0.004   10.000 20150323105351.300    0.000
134   -6.267    0.003   10.000 20150324105351.300    0.000
135   -5.797    0.003   10.000 20150325105351.300    0.000
136   -5.405    0.002   10.000 20150326105351.300    0.000
137   -5.013    0.002   10.000 20150327105351.300    0.000
138   -4.622    0.002   10.000 20150328105351.300    0.000
139   -4.230    0.001   10.000 20150329105351.300    0.000
140   -3.838    0.001   10.000 20150330105351.300    0.000
141   -3.368    0.001   10.000 20150331105351.300    0.000
142   -2.977    0.001   10.000 20150401105351.300    0.000
143   -2.585    0.001   10.000 20150402105351.300    0.000
144   -2.193    0.000   10.000 20150403105351.300    0.000
145   -1.802    0.000   10.000 20150404105351.300    0.000
146   -1.410    0.000   10.000 20150405105351.300    0.000
147   -0.940    0.000   10.000 20150406105351.300    0.000
148   -0.548    0.000   10.000 20150407105351.300    0.000
149   -0.157    0.000   10.000 20150408105351.300    0.000
150    0.235    0.000   10.000 20150409105351.300    0.000
151    0.627    0.000   10.000 20150410105351.300    0.000
152    1.018    0.000   10.000 20150411105351.300    0.000
153    1.488    0.000   10.000 20150412105351.300    0.000
154    1.880    0.000   10.000 20150413105351.300    0.000
155    2.272    0.000   10.000 20150414105351.300    0.000
156    2.663    0.001   10.000 20150415105351.300    0.000
157    3.055    0.001   10.000 20150416105351.300    0.000
158    3.447    0.001   10.000 20150417105351.300    0.000
159    3.838    0.001   10.000 20150418105351.300    0.000
160    4.308    0.001   10.000 20150419105351.300    0.000
161    4.700    0.002   10.000 20150420105351.300    0.000
162    5.092    0.002   10.000 20150421105351.300    0.000
163    5.483    0.002   10.000 20150422105351.300    0.000
164    5.875    0.003   10.000 20150423105351.300    0.000
165    6.267    0.003   10.000 20150424105351.300    0.000
166    6.737    0.004   10.000 20150425105351.300    0.000
167    7.128    0.004   10.000 20150426105351.300    0.000
168    7.520    0.004   10.000 20150427105351.300    0.000
169    7.912    0.005   10.000 20150428105351.300    0.000
170    8.303    0.005   10.000 20150429105351.300    0.000
171    8.695    0.006   10.000 20150430105351.300    0.000
172    9.165    0.007   10.000 20150501105351.300    0.000
173    9.557    0.007   10.000 20150502105351.300    0.000
174    9.948    0.008   10.000 20150503105351.300    0.000
175   10.340    0.008   10.000 20150504105351.300    0.000
176   10.732    0.009   10.000 20150505105351.300    0.000
177   11.123    0.010   10.000 20150506105351.300    0.000
178   11.515    0.011   10.000 20150507105351.300    0.000
179   11.985    0.011   10.000 20150508105351.300    0.000
180   12.376    0.012   10.000 20150509105351.300    0.000
181   12.768    0.013   10.000 20150510105351.300    0.000
182   13.160    0.014   10.000 20150511105351.300    0.000
183   13.551    0.015   10.000 20150512105351.300    0.000
184   13.943    0.015   10.000 20150513105351.300    0.000
185   14.413    0.016   10.000 20150514105351.300    0.000
186   14.805    0.017   10.000 20150515105351.300    0.000
187   15.196    0.018   10.000 20150516105351.300    0.000
188   15.588    0.019   10.000 20150517105351.300    0.000
189   15.980    0.020   10.000 20150518105351.300    0.000
190   16.371    0.021   10.000 20150519105351.300    0.000
191   16.841    0.022   10.000 20150520105351.300    0.000
192   17.233    0.024   10.000 20150521105351.300    0.000
193   17.625    0.025   10.000 20150522105351.300    0.000
194   18.016    0.026   10.000 20150523105351.300    0.000
195   18.408    0.027   10.000 20150524105351.300    0.000
196   18.800    0.028   10.000 20150525105351.300    0.000
197   19.270    0.029   10.000 20150526105351.300    0.000
198   19.661    0.031   10.000 20150527105351.300    0.000
199   20.053    0.032   10.000 20150528105351.300    0.000
200    2.430   -4.367   20.000 20150529105351.310    0.000
201    2.430   -3.623   20.000 20150530105351.310    0.000
202    2.429   -2.867   20.000 20150531105351.310    0.000
203    2.429   -2.122   20.000 20150601105351.310    0.000
204    2.429   -1.378   20.000 20150602105351.310    0.000
205    2.979   -4.367   20.000 20150603105351.310    0.000
206    2.978   -3.622   20.000 20150604105351.310    0.000
207    2.978   -2.867   20.000 20150605105351.310    0.000
208    2.978   -2.122   20.000 20150606105351.310    0.000
209    2.977   -1.377   20.000 20150607105351.310    0.000
210    3.527   -4.367   20.000 20150608105351.310    0.000
211    3.527   -3.622   20.000 20150609105351.310    0.000
212    3.527   -2.866   20.000 20150610105351.310    0.000
213    3.526   -2.122   20.000 20150611105351.310    0.000
214    3.526   -1.377   20.000 20150612105351.310    0.000
215    4.076   -4.366   20.000 20150613105351.310    0.000
216    4.076   -3.622   20.000 20150614105351.310    0.000
217    4.075   -2.866   20.000 20150615105351.310    0.000
218    4.075   -2.121   20.000 20150616105351.310    0.000
219    4.074   -1.377   20.000 20150617105351.310    0.000
220    4.546   -4.366   20.000 20150618105351.310    0.000
221    4.546   -3.621   20.000 20150619105351.310    0.000
222    4.545   -2.866   20.000 20150620105351.310    0.000
223    4.545   -2.121   20.000 20150621105351.310    0.000
224    4.544   -1.376   20.000 20150622105351.310    0.000
